image,labelname,labelnumber,pct
cards\Rorschach_blot_08.jpg,violin,3,1.09%
cards\Rorschach_blot_08.jpg,leatherback_turtle,4,0.82%
cards\Rorschach_blot_08.jpg,balloon,5,0.68%
cards\Rorschach_blot_08.jpg,hoopskirt,6,0.59%
cards\Rorschach_blot_08.jpg,fountain,7,0.50%
cards\Rorschach_blot_08.jpg,book_jacket,8,0.49%
cards\Rorschach_blot_08.jpg,poncho,9,0.46%
cards\Rorschach_blot_09.jpg,parachute,0,16.59%
cards\Rorschach_blot_09.jpg,fountain,1,9.61%
cards\Rorschach_blot_09.jpg,missile,2,7.83%
cards\Rorschach_blot_09.jpg,jellyfish,3,4.89%
cards\Rorschach_blot_09.jpg,isopod,4,2.62%
cards\Rorschach_blot_09.jpg,hook,5,2.20%
cards\Rorschach_blot_09.jpg,violin,6,1.96%
cards\Rorschach_blot_09.jpg,space_shuttle,7,1.86%
cards\Rorschach_blot_09.jpg,cello,8,1.79%
cards\Rorschach_blot_09.jpg,balloon,9,1.66%
cards\Rorschach_blot_10.jpg,tray,0,57.58%
cards\Rorschach_blot_10.jpg,paper_towel,1,6.07%
cards\Rorschach_blot_10.jpg,jigsaw_puzzle,2,1.37%
cards\Rorschach_blot_10.jpg,jellyfish,3,1.05%
cards\Rorschach_blot_10.jpg,vase,4,0.99%
cards\Rorschach_blot_10.jpg,honeycomb,5,0.87%
cards\Rorschach_blot_10.jpg,menu,6,0.82%
cards\Rorschach_blot_10.jpg,conch,7,0.56%
cards\Rorschach_blot_10.jpg,king_crab,8,0.55%
cards\Rorschach_blot_10.jpg,parachute,9,0.49%
