image,labelname,labelnumber,pct
cards\Rorschach_blot_04.jpg,warthog,6,2.02%
cards\Rorschach_blot_04.jpg,hen-of-the-woods,7,1.87%
cards\Rorschach_blot_04.jpg,cauliflower,8,1.84%
cards\Rorschach_blot_04.jpg,cliff,9,1.36%
cards\Rorschach_blot_05.jpg,isopod,0,38.56%
cards\Rorschach_blot_05.jpg,ground_beetle,1,16.65%
cards\Rorschach_blot_05.jpg,airship,2,6.77%
cards\Rorschach_blot_05.jpg,hyena,3,6.62%
cards\Rorschach_blot_05.jpg,black_grouse,4,5.56%
cards\Rorschach_blot_05.jpg,fire_screen,5,2.68%
cards\Rorschach_blot_05.jpg,common_newt,6,1.93%
cards\Rorschach_blot_05.jpg,parachute,7,1.47%
cards\Rorschach_blot_05.jpg,long-horned_beetle,8,1.36%
cards\Rorschach_blot_05.jpg,black_stork,9,1.07%
cards\Rorschach_blot_06.jpg,airship,0,57.73%
cards\Rorschach_blot_06.jpg,wardrobe,1,7.27%
cards\Rorschach_blot_06.jpg,hook,2,5.25%
cards\Rorschach_blot_06.jpg,coho,3,5.23%
cards\Rorschach_blot_06.jpg,flagpole,4,1.79%
cards\Rorschach_blot_06.jpg,paper_towel,5,1.57%
cards\Rorschach_blot_06.jpg,coral_fungus,6,1.06%
cards\Rorschach_blot_06.jpg,long-horned_beetle,7,1.02%
cards\Rorschach_blot_06.jpg,fire_screen,8,0.96%
cards\Rorschach_blot_06.jpg,wall_clock,9,0.76%
cards\Rorschach_blot_07.jpg,parachute,0,27.22%
cards\Rorschach_blot_07.jpg,airship,1,17.80%
cards\Rorschach_blot_07.jpg,necklace,2,14.19%
cards\Rorschach_blot_07.jpg,cuirass,3,3.62%
cards\Rorschach_blot_07.jpg,wig,4,3.51%
cards\Rorschach_blot_07.jpg,missile,5,3.41%
cards\Rorschach_blot_07.jpg,space_shuttle,6,2.11%
cards\Rorschach_blot_07.jpg,warplane,7,1.49%
cards\Rorschach_blot_07.jpg,feather_boa,8,1.27%
cards\Rorschach_blot_07.jpg,knee_pad,9,1.15%
cards\Rorschach_blot_08.jpg,spoonbill,0,51.08%
cards\Rorschach_blot_08.jpg,parachute,1,12.00%
cards\Rorschach_blot_08.jpg,cliff,2,6.71%
cards\Rorschach_blot_08.jpg,alp,3,2.45%
cards\Rorschach_blot_08.jpg,ant,4,2.29%
cards\Rorschach_blot_08.jpg,airship,5,2.25%
cards\Rorschach_blot_08.jpg,handkerchief,6,1.75%
cards\Rorschach_blot_08.jpg,balloon,7,1.54%
cards\Rorschach_blot_08.jpg,hip,8,1.36%
cards\Rorschach_blot_08.jpg,fountain,9,0.93%
cards\Rorschach_blot_09.jpg,parachute,0,26.86%
cards\Rorschach_blot_09.jpg,goblet,1,22.93%
cards\Rorschach_blot_09.jpg,fountain,2,16.94%
cards\Rorschach_blot_09.jpg,trifle,3,9.01%
cards\Rorschach_blot_09.jpg,vase,4,6.73%
cards\Rorschach_blot_09.jpg,table_lamp,5,1.99%
cards\Rorschach_blot_09.jpg,candle,6,1.55%
cards\Rorschach_blot_09.jpg,balloon,7,1.55%
cards\Rorschach_blot_09.jpg,perfume,8,0.95%
cards\Rorschach_blot_09.jpg,hummingbird,9,0.92%
cards\Rorschach_blot_10.jpg,tray,0,45.18%
cards\Rorschach_blot_10.jpg,vase,1,14.66%
cards\Rorschach_blot_10.jpg,book_jacket,2,9.69%
cards\Rorschach_blot_10.jpg,space_shuttle,3,8.25%
cards\Rorschach_blot_10.jpg,birdhouse,4,5.01%
cards\Rorschach_blot_10.jpg,hip,5,4.03%
cards\Rorschach_blot_10.jpg,candle,6,2.64%
cards\Rorschach_blot_10.jpg,wine_bottle,7,2.05%
cards\Rorschach_blot_10.jpg,handkerchief,8,0.71%
cards\Rorschach_blot_10.jpg,feather_boa,9,0.52%
