image,labelname,labelnumber,pct
cards\Rorschach_blot_05.jpg,warplane,2,7.14%
cards\Rorschach_blot_05.jpg,isopod,3,6.51%
cards\Rorschach_blot_05.jpg,volcano,4,4.43%
cards\Rorschach_blot_05.jpg,tick,5,4.22%
cards\Rorschach_blot_05.jpg,missile,6,3.87%
cards\Rorschach_blot_05.jpg,space_shuttle,7,3.81%
cards\Rorschach_blot_05.jpg,airship,8,3.27%
cards\Rorschach_blot_05.jpg,American_alligator,9,1.96%
cards\Rorschach_blot_06.jpg,space_shuttle,0,54.31%
cards\Rorschach_blot_06.jpg,missile,1,28.02%
cards\Rorschach_blot_06.jpg,projectile,2,8.04%
cards\Rorschach_blot_06.jpg,warplane,3,7.44%
cards\Rorschach_blot_06.jpg,wall_clock,4,0.74%
cards\Rorschach_blot_06.jpg,aircraft_carrier,5,0.40%
cards\Rorschach_blot_06.jpg,airship,6,0.32%
cards\Rorschach_blot_06.jpg,tiger_shark,7,0.21%
cards\Rorschach_blot_06.jpg,wing,8,0.11%
cards\Rorschach_blot_06.jpg,airliner,9,0.09%
cards\Rorschach_blot_07.jpg,missile,0,87.45%
cards\Rorschach_blot_07.jpg,projectile,1,10.88%
cards\Rorschach_blot_07.jpg,necklace,2,0.82%
cards\Rorschach_blot_07.jpg,space_shuttle,3,0.69%
cards\Rorschach_blot_07.jpg,volcano,4,0.06%
cards\Rorschach_blot_07.jpg,warplane,5,0.03%
cards\Rorschach_blot_07.jpg,steam_locomotive,6,0.02%
cards\Rorschach_blot_07.jpg,cannon,7,0.02%
cards\Rorschach_blot_07.jpg,airship,8,0.01%
cards\Rorschach_blot_07.jpg,parachute,9,0.01%
cards\Rorschach_blot_08.jpg,pencil_sharpener,0,31.56%
cards\Rorschach_blot_08.jpg,volcano,1,20.28%
cards\Rorschach_blot_08.jpg,hip,2,10.41%
cards\Rorschach_blot_08.jpg,parachute,3,3.82%
cards\Rorschach_blot_08.jpg,paintbrush,4,3.55%
cards\Rorschach_blot_08.jpg,lipstick,5,2.05%
cards\Rorschach_blot_08.jpg,admiral,6,1.90%
cards\Rorschach_blot_08.jpg,alp,7,1.63%
cards\Rorschach_blot_08.jpg,pomegranate,8,1.55%
cards\Rorschach_blot_08.jpg,mosquito_net,9,1.27%
cards\Rorschach_blot_09.jpg,missile,0,32.27%
cards\Rorschach_blot_09.jpg,jellyfish,1,13.29%
cards\Rorschach_blot_09.jpg,volcano,2,11.91%
cards\Rorschach_blot_09.jpg,vase,3,8.76%
cards\Rorschach_blot_09.jpg,projectile,4,3.36%
cards\Rorschach_blot_09.jpg,pencil_sharpener,5,3.20%
cards\Rorschach_blot_09.jpg,fountain,6,3.03%
cards\Rorschach_blot_09.jpg,spoonbill,7,2.80%
cards\Rorschach_blot_09.jpg,warplane,8,2.33%
cards\Rorschach_blot_09.jpg,conch,9,1.81%
cards\Rorschach_blot_10.jpg,feather_boa,0,60.34%
cards\Rorschach_blot_10.jpg,missile,1,14.64%
cards\Rorschach_blot_10.jpg,candle,2,5.40%
cards\Rorschach_blot_10.jpg,projectile,3,3.41%
cards\Rorschach_blot_10.jpg,vase,4,1.58%
cards\Rorschach_blot_10.jpg,parachute,5,1.43%
cards\Rorschach_blot_10.jpg,warplane,6,1.42%
cards\Rorschach_blot_10.jpg,space_shuttle,7,1.21%
cards\Rorschach_blot_10.jpg,trifle,8,0.87%
cards\Rorschach_blot_10.jpg,handkerchief,9,0.67%
