image,labelname,labelnumber,pct
cards\Rorschach_blot_06.jpg,traffic_light,5,0.23%
cards\Rorschach_blot_06.jpg,fountain,6,0.17%
cards\Rorschach_blot_06.jpg,table_lamp,7,0.15%
cards\Rorschach_blot_06.jpg,breastplate,8,0.15%
cards\Rorschach_blot_06.jpg,hair_slide,9,0.12%
cards\Rorschach_blot_07.jpg,warplane,0,17.50%
cards\Rorschach_blot_07.jpg,missile,1,13.80%
cards\Rorschach_blot_07.jpg,volcano,2,12.57%
cards\Rorschach_blot_07.jpg,projectile,3,6.93%
cards\Rorschach_blot_07.jpg,wing,4,6.69%
cards\Rorschach_blot_07.jpg,geyser,5,4.13%
cards\Rorschach_blot_07.jpg,steam_locomotive,6,3.85%
cards\Rorschach_blot_07.jpg,airship,7,3.16%
cards\Rorschach_blot_07.jpg,parachute,8,2.41%
cards\Rorschach_blot_07.jpg,aircraft_carrier,9,1.50%
cards\Rorschach_blot_08.jpg,fountain,0,40.55%
cards\Rorschach_blot_08.jpg,pitcher,1,4.90%
cards\Rorschach_blot_08.jpg,coffeepot,2,4.35%
cards\Rorschach_blot_08.jpg,tray,3,3.83%
cards\Rorschach_blot_08.jpg,vase,4,2.24%
cards\Rorschach_blot_08.jpg,bow,5,2.03%
cards\Rorschach_blot_08.jpg,handkerchief,6,1.95%
cards\Rorschach_blot_08.jpg,cup,7,1.83%
cards\Rorschach_blot_08.jpg,parachute,8,1.79%
cards\Rorschach_blot_08.jpg,teapot,9,1.66%
cards\Rorschach_blot_09.jpg,missile,0,65.79%
cards\Rorschach_blot_09.jpg,projectile,1,21.87%
cards\Rorschach_blot_09.jpg,tank,2,0.10%
cards\Rorschach_blot_09.jpg,space_shuttle,3,0.07%
cards\Rorschach_blot_09.jpg,trifle,4,0.07%
cards\Rorschach_blot_09.jpg,warplane,5,0.06%
cards\Rorschach_blot_09.jpg,plate,6,0.05%
cards\Rorschach_blot_09.jpg,pitcher,7,0.05%
cards\Rorschach_blot_09.jpg,pencil_sharpener,8,0.05%
cards\Rorschach_blot_09.jpg,Ibizan_hound,9,0.04%
cards\Rorschach_blot_10.jpg,tray,0,87.29%
cards\Rorschach_blot_10.jpg,handkerchief,1,2.32%
cards\Rorschach_blot_10.jpg,feather_boa,2,0.51%
cards\Rorschach_blot_10.jpg,parachute,3,0.45%
cards\Rorschach_blot_10.jpg,space_shuttle,4,0.35%
cards\Rorschach_blot_10.jpg,pillow,5,0.30%
cards\Rorschach_blot_10.jpg,wall_clock,6,0.30%
cards\Rorschach_blot_10.jpg,vase,7,0.23%
cards\Rorschach_blot_10.jpg,envelope,8,0.22%
cards\Rorschach_blot_10.jpg,fire_screen,9,0.21%
